city,timestamp,temperature,season
New York,2010-01-01,-0.3420486610584038,winter
New York,2010-01-02,-0.29676420060650066,winter
New York,2010-01-03,-1.33568161244899,winter
New York,2010-01-04,8.570176856900808,winter
New York,2010-01-05,-7.003896369553344,winter
New York,2010-01-06,-6.7555950990985565,winter
New York,2010-01-07,4.349900240076112,winter
New York,2010-01-08,-2.6118162945995858,winter
New York,2010-01-09,9.677688128655147,winter
New York,2010-01-10,-3.633566173831996,winter
New York,2010-01-11,4.57916228125026,winter
New York,2010-01-12,0.4728567928101596,winter
New York,2010-01-13,-0.8182649642437108,winter
New York,2010-01-14,-8.298740296708317,winter
New York,2010-01-15,-4.633208891344705,winter
New York,2010-01-16,5.947348551727446,winter
New York,2010-01-17,-6.43823375092542,winter
New York,2010-01-18,-4.167269378782791,winter
New York,2010-01-19,0.4144609325656135,winter
New York,2010-01-20,-0.9149977059106682,winter
New York,2010-01-21,6.300287658684871,winter
New York,2010-01-22,7.851910725387751,winter
New York,2010-01-23,8.415303254318015,winter
New York,2010-01-24,1.2790537664625035,winter
New York,2010-01-25,-1.2304332129675015,winter
New York,2010-01-26,3.2081628818588435,winter
New York,2010-01-27,1.31436267476413,winter
New York,2010-01-28,-3.784897512303808,winter
New York,2010-01-29,2.514264401164011,winter
New York,2010-01-30,-0.026610131275409152,winter
New York,2010-01-31,1.8721470277488461,winter
New York,2010-02-01,1.0603338217002052,winter
New York,2010-02-02,9.309563810353986,winter
New York,2010-02-03,7.205701129297908,winter
New York,2010-02-04,7.047029021012987,winter
New York,2010-02-05,2.222482458139361,winter
New York,2010-02-06,-6.613022885576012,winter
New York,2010-02-07,4.349299563209923,winter
New York,2010-02-08,-0.7172666798791859,winter
New York,2010-02-09,-0.10755009681046795,winter
New York,2010-02-10,0.9999455114394582,winter
New York,2010-02-11,6.634203305661265,winter
New York,2010-02-12,8.44665469440478,winter
New York,2010-02-13,-3.4188658475938993,winter
New York,2010-02-14,-2.0644128528966648,winter
New York,2010-02-15,-1.9170182699927132,winter
New York,2010-02-16,0.004863604699417482,winter
New York,2010-02-17,3.994432171133968,winter
New York,2010-02-18,3.288686950819477,winter
New York,2010-02-19,4.031490282728531,winter
New York,2010-02-20,10.109023679650942,winter
New York,2010-02-21,5.106487329741057,winter
New York,2010-02-22,-6.0473850263862,winter
New York,2010-02-23,-11.83325052535859,winter
New York,2010-02-24,2.869858183356724,winter
New York,2010-02-25,7.546500302126971,winter
New York,2010-02-26,-1.8207704457608742,winter
New York,2010-02-27,4.502541713065997,winter
New York,2010-02-28,-1.4901904547281,winter
New York,2010-03-01,11.463724532538048,spring
New York,2010-03-02,9.917100755916241,spring
New York,2010-03-03,11.221890400218582,spring
New York,2010-03-04,11.391332585861923,spring
New York,2010-03-05,11.996197450713316,spring
New York,2010-03-06,8.703453946538009,spring
New York,2010-03-07,6.8711193996476725,spring
New York,2010-03-08,16.749835225812625,spring
New York,2010-03-09,16.129509929131174,spring
New York,2010-03-10,6.381120436101409,spring
New York,2010-03-11,13.134983065523494,spring
New York,2010-03-12,3.8311715914600306,spring
New York,2010-03-13,9.189332004785,spring
New York,2010-03-14,16.74245218488587,spring
New York,2010-03-15,6.376369114921717,spring
New York,2010-03-16,12.72605800154031,spring
New York,2010-03-17,11.967342186229162,spring
New York,2010-03-18,-0.08926775496713057,spring
New York,2010-03-19,11.73749456138631,spring
New York,2010-03-20,18.66024758891179,spring
New York,2010-03-21,8.396110941296227,spring
New York,2010-03-22,13.336829652447523,spring
New York,2010-03-23,9.446787149752431,spring
New York,2010-03-24,10.532159661776243,spring
New York,2010-03-25,10.958058216544357,spring
New York,2010-03-26,11.501411074943434,spring
New York,2010-03-27,7.586901105627155,spring
New York,2010-03-28,8.261336297182257,spring
New York,2010-03-29,10.331847918149254,spring
New York,2010-03-30,3.5278732199706795,spring
New York,2010-03-31,7.6437414856458235,spring
New York,2010-04-01,7.40976310995081,spring
New York,2010-04-02,4.300695846591874,spring
New York,2010-04-03,8.35749487991613,spring
New York,2010-04-04,12.925016310287804,spring
New York,2010-04-05,18.385403070642845,spring
New York,2010-04-06,9.225418710802154,spring
New York,2010-04-07,4.466219139022925,spring
New York,2010-04-08,17.089975778203616,spring
New York,2010-04-09,6.93075254353082,spring
New York,2010-04-10,11.488975965043315,spring
New York,2010-04-11,7.580725182359943,spring
New York,2010-04-12,14.894083685689353,spring
New York,2010-04-13,22.68317300390002,spring
New York,2010-04-14,8.386192651041773,spring
New York,2010-04-15,1.3135128557092812,spring
New York,2010-04-16,12.496825822558828,spring
New York,2010-04-17,8.753090410720018,spring
New York,2010-04-18,10.397594865225175,spring
New York,2010-04-19,11.650932961070078,spring
New York,2010-04-20,12.325645849531918,spring
New York,2010-04-21,10.548069767624522,spring
New York,2010-04-22,9.115196449103296,spring
New York,2010-04-23,17.67845006716665,spring
New York,2010-04-24,5.877543496535918,spring
New York,2010-04-25,19.280771092054366,spring
New York,2010-04-26,7.7750798368082465,spring
New York,2010-04-27,9.591430930708398,spring
New York,2010-04-28,13.721633985262088,spring
New York,2010-04-29,19.465343593819018,spring
New York,2010-04-30,13.624844034510787,spring
New York,2010-05-01,8.870354420946056,spring
New York,2010-05-02,18.033747427551276,spring
New York,2010-05-03,4.396667676870541,spring
New York,2010-05-04,7.846832631378894,spring
New York,2010-05-05,14.838343292064216,spring
New York,2010-05-06,14.042358966269244,spring
New York,2010-05-07,1.6806483011889384,spring
New York,2010-05-08,12.36946002304438,spring
New York,2010-05-09,9.00543332950869,spring
New York,2010-05-10,3.845048606273288,spring
New York,2010-05-11,15.704031211392527,spring
New York,2010-05-12,1.7158289566898288,spring
New York,2010-05-13,15.021348453383414,spring
New York,2010-05-14,8.334904660869432,spring
New York,2010-05-15,11.178357192644215,spring
New York,2010-05-16,16.16247641447343,spring
New York,2010-05-17,6.994407119159636,spring
New York,2010-05-18,9.25533663345951,spring
New York,2010-05-19,9.355473643543403,spring
